Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Status
coral-lamp-cluster-set,Coral Lamp Cluster Set (Set of 3),<p>Coral Lamp Cluster Set (Set of 3) — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Lamp Set,"lamp, cluster, coral, set, pla-plus, ambient, bundle",TRUE,Colour,Natural White,LED Bulb,LED Included (×3),,,D3D-LAMP-005-NA,900,shopify,50,deny,manual,3999.00,4799.00,TRUE,TRUE,,1,Coral Lamp Cluster Set (Set of 3) — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
coral-lamp-cluster-set,,,,,,,,,Natural White,,LED Not Included,,,D3D-LAMP-005-NA,900,shopify,50,deny,manual,3999.00,,TRUE,TRUE,,,,,,,,active
coral-lamp-cluster-set,,,,,,,,,Charcoal Black,,LED Included (×3),,,D3D-LAMP-005-CH,900,shopify,50,deny,manual,3999.00,,TRUE,TRUE,,,,,,,,active
coral-lamp-cluster-set,,,,,,,,,Charcoal Black,,LED Not Included,,,D3D-LAMP-005-CH,900,shopify,50,deny,manual,3999.00,,TRUE,TRUE,,,,,,,,active
coral-lamp-cluster-set,,,,,,,,,Coral Pink,,LED Included (×3),,,D3D-LAMP-005-CO,900,shopify,50,deny,manual,3999.00,,TRUE,TRUE,,,,,,,,active
coral-lamp-cluster-set,,,,,,,,,Coral Pink,,LED Not Included,,,D3D-LAMP-005-CO,900,shopify,50,deny,manual,3999.00,,TRUE,TRUE,,,,,,,,active
mandala-statement-panel-40cm,Mandala Statement Panel — 40cm,<p>Mandala Statement Panel — 40cm — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Wall Art,"wall-art, mandala, panel, pla-plus, living-room, spiritual, geometric",TRUE,Colour,Natural White,Size,Standard 40cm,,,D3D-WALL-001-NA,600,shopify,50,deny,manual,2299.00,2799.00,TRUE,TRUE,,1,Mandala Statement Panel — 40cm — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
mandala-statement-panel-40cm,,,,,,,,,Natural White,,Large 60cm,,,D3D-WALL-001-NA,600,shopify,50,deny,manual,2299.00,,TRUE,TRUE,,,,,,,,active
mandala-statement-panel-40cm,,,,,,,,,Matte Black,,Standard 40cm,,,D3D-WALL-001-MA,600,shopify,50,deny,manual,2299.00,,TRUE,TRUE,,,,,,,,active
mandala-statement-panel-40cm,,,,,,,,,Matte Black,,Large 60cm,,,D3D-WALL-001-MA,600,shopify,50,deny,manual,2299.00,,TRUE,TRUE,,,,,,,,active
mandala-statement-panel-40cm,,,,,,,,,Terracotta,,Standard 40cm,,,D3D-WALL-001-TE,600,shopify,50,deny,manual,2299.00,,TRUE,TRUE,,,,,,,,active
mandala-statement-panel-40cm,,,,,,,,,Terracotta,,Large 60cm,,,D3D-WALL-001-TE,600,shopify,50,deny,manual,2299.00,,TRUE,TRUE,,,,,,,,active
mandala-statement-panel-40cm,,,,,,,,,Antique Gold,,Standard 40cm,,,D3D-WALL-001-AN,600,shopify,50,deny,manual,2299.00,,TRUE,TRUE,,,,,,,,active
mandala-statement-panel-40cm,,,,,,,,,Antique Gold,,Large 60cm,,,D3D-WALL-001-AN,600,shopify,50,deny,manual,2299.00,,TRUE,TRUE,,,,,,,,active
coral-reef-relief-wall-sculpture,Coral Reef Relief Wall Sculpture,<p>Coral Reef Relief Wall Sculpture — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Wall Art,"wall-art, coral, sculpture, relief, pla-plus, 3d-texture, living-room",TRUE,Colour,Natural White,,,,,D3D-WALL-002-NA,700,shopify,50,deny,manual,2499.00,2999.00,TRUE,TRUE,,1,Coral Reef Relief Wall Sculpture — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
coral-reef-relief-wall-sculpture,,,,,,,,,Matte Black,,,,,D3D-WALL-002-MA,700,shopify,50,deny,manual,2499.00,,TRUE,TRUE,,,,,,,,active
coral-reef-relief-wall-sculpture,,,,,,,,,Terracotta,,,,,D3D-WALL-002-TE,700,shopify,50,deny,manual,2499.00,,TRUE,TRUE,,,,,,,,active
coral-reef-relief-wall-sculpture,,,,,,,,,Antique Gold,,,,,D3D-WALL-002-AN,700,shopify,50,deny,manual,2499.00,,TRUE,TRUE,,,,,,,,active
sacred-geometry-triptych,Sacred Geometry Triptych (Set of 3),<p>Sacred Geometry Triptych (Set of 3) — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Wall Art Set,"wall-art, sacred-geometry, triptych, set, pla-plus, spiritual, modern",TRUE,Colour,Natural White,,,,,D3D-WALL-003-NA,800,shopify,50,deny,manual,3499.00,4199.00,TRUE,TRUE,,1,Sacred Geometry Triptych (Set of 3) — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
sacred-geometry-triptych,,,,,,,,,Matte Black,,,,,D3D-WALL-003-MA,800,shopify,50,deny,manual,3499.00,,TRUE,TRUE,,,,,,,,active
sacred-geometry-triptych,,,,,,,,,Terracotta,,,,,D3D-WALL-003-TE,800,shopify,50,deny,manual,3499.00,,TRUE,TRUE,,,,,,,,active
sacred-geometry-triptych,,,,,,,,,Antique Gold,,,,,D3D-WALL-003-AN,800,shopify,50,deny,manual,3499.00,,TRUE,TRUE,,,,,,,,active
floating-photo-frame-set,Floating Photo Frame Set (Set of 3),<p>Floating Photo Frame Set (Set of 3) — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Photo Frame,"wall-art, photo-frame, floating, set, pla-plus, gift",TRUE,Colour,Natural White,,,,,D3D-WALL-004-NA,250,shopify,50,deny,manual,799.00,999.00,TRUE,TRUE,,1,Floating Photo Frame Set (Set of 3) — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
floating-photo-frame-set,,,,,,,,,Matte Black,,,,,D3D-WALL-004-MA,250,shopify,50,deny,manual,799.00,,TRUE,TRUE,,,,,,,,active
floating-photo-frame-set,,,,,,,,,Terracotta,,,,,D3D-WALL-004-TE,250,shopify,50,deny,manual,799.00,,TRUE,TRUE,,,,,,,,active
floating-photo-frame-set,,,,,,,,,Antique Gold,,,,,D3D-WALL-004-AN,250,shopify,50,deny,manual,799.00,,TRUE,TRUE,,,,,,,,active
abstract-geometric-5-piece-wall-art,Abstract Geometric 5-Piece Wall Art,<p>Abstract Geometric 5-Piece Wall Art — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Wall Art Set,"wall-art, abstract, geometric, 5-piece, set, pla-plus, modern",TRUE,Colour,Natural White,,,,,D3D-WALL-005-NA,950,shopify,50,deny,manual,2999.00,3599.00,TRUE,TRUE,,1,Abstract Geometric 5-Piece Wall Art — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
abstract-geometric-5-piece-wall-art,,,,,,,,,Matte Black,,,,,D3D-WALL-005-MA,950,shopify,50,deny,manual,2999.00,,TRUE,TRUE,,,,,,,,active
abstract-geometric-5-piece-wall-art,,,,,,,,,Terracotta,,,,,D3D-WALL-005-TE,950,shopify,50,deny,manual,2999.00,,TRUE,TRUE,,,,,,,,active
abstract-geometric-5-piece-wall-art,,,,,,,,,Antique Gold,,,,,D3D-WALL-005-AN,950,shopify,50,deny,manual,2999.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,Delhi City Skyline Wall Art,<p>Delhi City Skyline Wall Art — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Wall Art,"wall-art, skyline, city, delhi, pla-plus, gift, patriotic",TRUE,City,Delhi,Colour,Natural White,,,D3D-WALL-006-DE,450,shopify,50,deny,manual,1799.00,2199.00,TRUE,TRUE,,1,Delhi City Skyline Wall Art — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
city-skyline-wall-art,,,,,,,,,Delhi,,Matte Black,,,D3D-WALL-006-DE,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Delhi,,Antique Gold,,,D3D-WALL-006-DE,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Mumbai,,Natural White,,,D3D-WALL-006-MU,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Mumbai,,Matte Black,,,D3D-WALL-006-MU,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Mumbai,,Antique Gold,,,D3D-WALL-006-MU,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Bangalore,,Natural White,,,D3D-WALL-006-BA,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Bangalore,,Matte Black,,,D3D-WALL-006-BA,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Bangalore,,Antique Gold,,,D3D-WALL-006-BA,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Jaipur,,Natural White,,,D3D-WALL-006-JA,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Jaipur,,Matte Black,,,D3D-WALL-006-JA,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Jaipur,,Antique Gold,,,D3D-WALL-006-JA,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Kolkata,,Natural White,,,D3D-WALL-006-KO,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Kolkata,,Matte Black,,,D3D-WALL-006-KO,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Kolkata,,Antique Gold,,,D3D-WALL-006-KO,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Hyderabad,,Natural White,,,D3D-WALL-006-HY,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Hyderabad,,Matte Black,,,D3D-WALL-006-HY,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Hyderabad,,Antique Gold,,,D3D-WALL-006-HY,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Chennai,,Natural White,,,D3D-WALL-006-CH,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Chennai,,Matte Black,,,D3D-WALL-006-CH,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
city-skyline-wall-art,,,,,,,,,Chennai,,Antique Gold,,,D3D-WALL-006-CH,450,shopify,50,deny,manual,1799.00,,TRUE,TRUE,,,,,,,,active
zesty-smirk-vase,Zesty Smirk Vase,<p>Zesty Smirk Vase — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Vase,"planter, vase, smirk, quirky, pla-plus, tabletop, gift",TRUE,Colour,White,,,,,D3D-PLNT-001-WH,300,shopify,50,deny,manual,899.00,1099.00,TRUE,TRUE,,1,Zesty Smirk Vase — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
zesty-smirk-vase,,,,,,,,,Black,,,,,D3D-PLNT-001-BL,300,shopify,50,deny,manual,899.00,,TRUE,TRUE,,,,,,,,active
zesty-smirk-vase,,,,,,,,,Terracotta,,,,,D3D-PLNT-001-TE,300,shopify,50,deny,manual,899.00,,TRUE,TRUE,,,,,,,,active
zesty-smirk-vase,,,,,,,,,Sage Green,,,,,D3D-PLNT-001-SA,300,shopify,50,deny,manual,899.00,,TRUE,TRUE,,,,,,,,active
honeycomb-hex-wall-planter-set,Honeycomb Hex Wall Planter Set (×3),<p>Honeycomb Hex Wall Planter Set (×3) — 3D printed in PETG. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Wall Planter,"planter, wall-planter, honeycomb, hex, petg, set, kitchen, bathroom",TRUE,Colour,White,,,,,D3D-PLNT-002-WH,500,shopify,50,deny,manual,1499.00,1799.00,TRUE,TRUE,,1,Honeycomb Hex Wall Planter Set (×3) — 3D printed PETG | Decora3D Delhi,FALSE,,,,active
honeycomb-hex-wall-planter-set,,,,,,,,,Black,,,,,D3D-PLNT-002-BL,500,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
honeycomb-hex-wall-planter-set,,,,,,,,,Terracotta,,,,,D3D-PLNT-002-TE,500,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
honeycomb-hex-wall-planter-set,,,,,,,,,Sage Green,,,,,D3D-PLNT-002-SA,500,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
self-watering-smart-planter,Self-Watering Smart Planter,<p>Self-Watering Smart Planter — 3D printed in PETG. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Smart Planter,"planter, self-watering, smart, petg, succulents, indoor",TRUE,Colour,White,,,,,D3D-PLNT-003-WH,400,shopify,50,deny,manual,1199.00,1499.00,TRUE,TRUE,,1,Self-Watering Smart Planter — 3D printed PETG | Decora3D Delhi,FALSE,,,,active
self-watering-smart-planter,,,,,,,,,Black,,,,,D3D-PLNT-003-BL,400,shopify,50,deny,manual,1199.00,,TRUE,TRUE,,,,,,,,active
self-watering-smart-planter,,,,,,,,,Terracotta,,,,,D3D-PLNT-003-TE,400,shopify,50,deny,manual,1199.00,,TRUE,TRUE,,,,,,,,active
self-watering-smart-planter,,,,,,,,,Sage Green,,,,,D3D-PLNT-003-SA,400,shopify,50,deny,manual,1199.00,,TRUE,TRUE,,,,,,,,active
self-watering-smart-planter,,,,,,,,,Ocean Blue,,,,,D3D-PLNT-003-OC,400,shopify,50,deny,manual,1199.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,Geometric Faceted Succulent Planter,<p>Geometric Faceted Succulent Planter — 3D printed in PETG. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Planter,"planter, geometric, faceted, succulent, petg, desk, gift",TRUE,Colour,White,Size,Small (6cm),,,D3D-PLNT-004-WH,200,shopify,50,deny,manual,999.00,1199.00,TRUE,TRUE,,1,Geometric Faceted Succulent Planter — 3D printed PETG | Decora3D Delhi,FALSE,,,,active
geometric-faceted-succulent-planter,,,,,,,,,White,,Medium (9cm),,,D3D-PLNT-004-WH,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,White,,Large (12cm),,,D3D-PLNT-004-WH,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Black,,Small (6cm),,,D3D-PLNT-004-BL,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Black,,Medium (9cm),,,D3D-PLNT-004-BL,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Black,,Large (12cm),,,D3D-PLNT-004-BL,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Terracotta,,Small (6cm),,,D3D-PLNT-004-TE,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Terracotta,,Medium (9cm),,,D3D-PLNT-004-TE,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Terracotta,,Large (12cm),,,D3D-PLNT-004-TE,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Sage Green,,Small (6cm),,,D3D-PLNT-004-SA,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Sage Green,,Medium (9cm),,,D3D-PLNT-004-SA,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
geometric-faceted-succulent-planter,,,,,,,,,Sage Green,,Large (12cm),,,D3D-PLNT-004-SA,200,shopify,50,deny,manual,999.00,,TRUE,TRUE,,,,,,,,active
miconos-candle-holder,Miconos Candle Holder,<p>Miconos Candle Holder — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Candle Holder,"candle-holder, miconos, pla-plus, gift, diwali, tabletop",TRUE,Colour,White,,,,,D3D-PLNT-005-WH,180,shopify,50,deny,manual,699.00,899.00,TRUE,TRUE,,1,Miconos Candle Holder — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
miconos-candle-holder,,,,,,,,,Black,,,,,D3D-PLNT-005-BL,180,shopify,50,deny,manual,699.00,,TRUE,TRUE,,,,,,,,active
miconos-candle-holder,,,,,,,,,Terracotta,,,,,D3D-PLNT-005-TE,180,shopify,50,deny,manual,699.00,,TRUE,TRUE,,,,,,,,active
miconos-candle-holder,,,,,,,,,Antique Gold,,,,,D3D-PLNT-005-AN,180,shopify,50,deny,manual,699.00,,TRUE,TRUE,,,,,,,,active
